USERID,USERNAME,USERFOLLOWERS,TEXT,CREATED,POLARITY,SUBJECTIVITY,SENTIMENT
1233178475357495296,MVHS_Matadors,238,MV badminton getting ready to open their season at home versus Mtn View! @ Monta Vista High School https://t.co/7N33mCSzYR,2020-02-27 23:53:54,0.12,0.5133333333333333,NEUTRAL
1233178385070854144,yemey_,68,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:53:33,-0.2,0.5,NEGATIVE
1233178286232043520,alxclm_,523,Bon Lil Baby mtn,2020-02-27 23:53:09,0.0,0.0,NEGATIVE
1233178242074501120,HuddledMasses1,33,@JR22457950 @thehill That's not calling for the govt take over of all property. Just because there is water in MTN… https://t.co/MVac6F0fNG,2020-02-27 23:52:58,0.0,0.0,NEGATIVE
1233178228669505536,__D3MI,4218,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:52:55,-0.2,0.5,NEGATIVE
1233178195517726720,pocono_mtn,57107,RT @redteam57: @redteam57 Boycott China!,2020-02-27 23:52:47,0.0,0.0,NEGATIVE
1233178149082533888,AaliyyahMuk,1622,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:52:36,-0.2,0.5,NEGATIVE
1233178089305317376,pocono_mtn,57107,"RT @HarveyStaub1: “Tune into Dating Coach DeAnna Lorraine as she discusses..how to find,date &amp; marry rich men &amp; women,&amp; be a “Sugarbaby”.TH…",2020-02-27 23:52:22,0.375,0.75,POSITIVE
1233178082258890752,AlsinaAdolph,112,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 23:52:20,-0.2,0.4,NEGATIVE
1233178048813576193,Lad_Maezy,1053,"RT @NewTimesRwanda: JUST IN: Rwanda Investigation Board have arrested Emmanuel Irakoze, one of the thugs that attacked an MTN mobile money…",2020-02-27 23:52:12,0.0,0.0,NEGATIVE
1233178003108052992,MacyLee09_2021,124,"RT @xcpgatorsports: XAVIER SOFTBALL takes first game of Sunrise Mtn. Tournament with a decisive victory over Boulder Creek 13-2.

Congrats,…",2020-02-27 23:52:01,-0.07500000000000001,0.3666666666666667,NEGATIVE
1233177991141720066,sleepy1OO,393,got a mtn dew today as a little treat ^__^,2020-02-27 23:51:59,-0.1875,0.5,NEGATIVE
1233177883306315778,Chap_man21,12480,"RT @GyeduErnest: man go fi wait mtn midnight to  netflix and dooze off.
smh 
am not doing again",2020-02-27 23:51:33,0.0,0.0,NEGATIVE
1233177859113484290,MolebohengAnisa,5636,"RT @Jaallya: #AirtimeGiveAway Round 1

MTN
Vida com
Telkom 
Cell C https://t.co/hJH1WoRiK0",2020-02-27 23:51:27,-0.2,0.4,NEGATIVE
1233177819515117568,ArtsAndAudience,1797,"RT @CityOperaHouse: What's Happening: Fly Fishing Tour Film, Danú: St. Patrick’s Celebration, NWS: Peter Heller, Postmodern Jukebox, Banff…",2020-02-27 23:51:18,0.8,0.9,POSITIVE
1233177808203141121,FMNyamache,707,RT @justChinks: Sex is best when bills have been paid. How can you let a man that owes Mtn R12 sweat on top of you? Poverty isn't romantic.…,2020-02-27 23:51:15,0.75,0.4,POSITIVE
1233177757716140032,ColdbeerSteven,798,"@MikeWatsonToGo Close, mtn meadows",2020-02-27 23:51:03,0.0,0.0,NEGATIVE
1233177757527482368,Mozeserugo,514,"RT @NewTimesRwanda: JUST IN: Rwanda Investigation Board have arrested Emmanuel Irakoze, one of the thugs that attacked an MTN mobile money…",2020-02-27 23:51:03,0.0,0.0,NEGATIVE
1233177507219656704,NofNews_Ghana,1318,"After suffering heartbreak in MTN FA Cup, Asante Kotoko return to Ghana Premier League action with a clash against… https://t.co/qgwsHXY09G",2020-02-27 23:50:03,0.1,0.1,NEUTRAL
1233177478937677824,justz_na,63,"Please vote for me so I can enter the next stage on mtn yello star. Please share with your friends and families, th… https://t.co/FFw5kGxtYv",2020-02-27 23:49:56,0.0,0.0,NEGATIVE
1233177429054803969,CosmicDolly,164,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 23:49:45,-0.2,0.4,NEGATIVE
1233177343935553537,blogmnig,92,"See How I Got Triple Data Offer, 45GB on MTN for This Amount https://t.co/eiF449C3sW https://t.co/JcyHvRQl1Q",2020-02-27 23:49:24,0.0,0.0,NEGATIVE
1233177280811356161,mtn_silvs,628,"RT @tbankxz: I remember Lil baby chasing after Jayda, he even went through her sister to get her, he chased her for years. He got her. Made…",2020-02-27 23:49:09,0.0,0.0,NEGATIVE
1233177174435389441,scruffgod,654,"RT @OhItsTeddy: Final reminder...

730pm (mtn) tonight

https://t.co/X6U3dji1dV 
🏃🏼 🏃🏼🏃🏼 https://t.co/pHrKvTA9TW",2020-02-27 23:48:44,0.0,1.0,NEGATIVE
1233177100305088512,momma_mtn,9,"RT @Maxiedome: I spilled baked beans all over myself watching Cars 2 in theaters &amp; a black teenager shouted ""this nigga eating beans"" &amp; eve…",2020-02-27 23:48:26,-0.16666666666666666,0.43333333333333335,NEGATIVE
1233177020311449600,KingKokoBanky,1237,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:48:07,-0.2,0.5,NEGATIVE
1233176557121757184,JackLDearden,551,"@DerekPutscher Hahaha, Declan and I go way back he just likes joking around, *under breath you better shut your tra… https://t.co/sydDCha1Np",2020-02-27 23:46:17,0.2333333333333333,0.3,NEUTRAL
1233176347758841856,CityOperaHouse,2083,"What's Happening: Fly Fishing Tour Film, Danú: St. Patrick’s Celebration, NWS: Peter Heller, Postmodern Jukebox, Ba… https://t.co/VpvlK7itB7",2020-02-27 23:45:27,0.8,0.9,POSITIVE
1233176208893980681,Chukwuebukaa_,1563,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:44:54,-0.2,0.5,NEGATIVE
1233176205383413761,GeoMaoValencia,290,RT @TriumphGoldCorp: Prelim snapshot of drillhole-constrained 3D mag inversion at Revenue-Nucleus: this tech will be used to target high-gr…,2020-02-27 23:44:53,0.0,0.0,NEGATIVE
1233176152325459975,Henrychidera88,208,RT @Irunnia2: I've been wondering why MTN have not made me an ambassador since I use almost 1.5 GB a day.,2020-02-27 23:44:40,0.0,0.0,NEGATIVE
1233175944426332160,Joepete001,253,@Braiiny2 @MTNNG @gtbank Please if this your request is granted give us feedback please.... I'm not sure MTN can ev… https://t.co/WY77wiykzS,2020-02-27 23:43:51,-0.25,0.8888888888888888,NEGATIVE
1233175706626068480,rchrdlee4,761,"RT @OhItsTeddy: Final reminder...

730pm (mtn) tonight

https://t.co/X6U3dji1dV 
🏃🏼 🏃🏼🏃🏼 https://t.co/pHrKvTA9TW",2020-02-27 23:42:54,0.0,1.0,NEGATIVE
1233175591005892610,Sessul_,716,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 23:42:26,0.0,0.0,NEGATIVE
1233175530868019203,otuoserebuor,26,"@AdolfBoachie @hamperabigail1 @Kaypoisson1 @AkosuahDufie Ok ope u r ready 4 the damages
I don accept mtn kwick loan ooo
Yooo",2020-02-27 23:42:12,0.35,0.5,POSITIVE
1233175515449712640,atindanaa,2539,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:42:08,-0.2,0.5,NEGATIVE
1233175467848585222,Pascalidhiarhi,2803,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:41:57,-0.2,0.5,NEGATIVE
1233175392652910593,OhItsTeddy,35130,"Final reminder...

730pm (mtn) tonight

https://t.co/X6U3dji1dV 
🏃🏼 🏃🏼🏃🏼 https://t.co/pHrKvTA9TW",2020-02-27 23:41:39,0.0,1.0,NEGATIVE
1233175361241915392,Olafaramade1,580,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:41:32,-0.2,0.5,NEGATIVE
1233175140021739522,MichaelMunny,1313,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:40:39,-0.2,0.5,NEGATIVE
1233175133638057990,arab_dotcom,1828,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:40:37,-0.2,0.5,NEGATIVE
1233174987961511936,chaouiaa67,58,@MdjYouss Chut mtn,2020-02-27 23:40:03,0.0,0.0,NEGATIVE
1233174968193536000,Ken_AisleNet,69,@mtn_glenn Because everything supposed to be FREE to them.,2020-02-27 23:39:58,0.4,0.8,POSITIVE
1233174950980145154,kristendesilva,2635,RT @KNPRnews: Chinese restaurants in #LasVegas used to be confined to a few places on Spring Mtn. Rd. &amp; some high-end places on the #LasVeg…,2020-02-27 23:39:54,-0.1,0.05,NEGATIVE
1233174828779048961,jpcastr_ow,112,@amazonmusic @ladygaga MTN periodt,2020-02-27 23:39:25,0.0,0.0,NEGATIVE
1233174767173238790,Donniyoung,67,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:39:10,-0.2,0.5,NEGATIVE
1233174744490487810,k0lade,59844,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:39:05,-0.2,0.5,NEGATIVE
1233174743785844736,Aji_I_Are,1223,RT @Thamelarey: MTN really needs to fix their network 🤦🏽‍♂️,2020-02-27 23:39:04,0.2,0.2,NEUTRAL
1233174733153157121,momma_mtn,9,"RT @UmbralReaver: Hey parents of trans kids!

It can make a world of difference to your kids to use their correct name and pronouns. You ma…",2020-02-27 23:39:02,0.0,0.0,NEGATIVE
1233174556921257984,jeerux,6076,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:38:20,-0.2,0.5,NEGATIVE
1233174478038994944,siphiwovw,1014,RT @OMGitZuma_: Weren't MTN and Vodacom given two months to reduce their data prices?,2020-02-27 23:38:01,0.0,0.0,NEGATIVE
1233174211528658945,UnclebeeOla,10565,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 23:36:57,0.0,0.0,NEGATIVE
1233174116456378371,Miracool___,295,@Iamsmadalee @snupe_wavegod @ZadokSilas @simadedotun @its_orindayo @its_LIMERICK @IamReminisce @LadiPoe @smalltinny… https://t.co/vzbNrYUJfn,2020-02-27 23:36:35,0.0,0.0,NEGATIVE
1233174074433691661,iam_imerion,194,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂 https://t.co/h…",2020-02-27 23:36:25,0.0,0.0,NEGATIVE
1233174013095972864,meadow_mtn,52,Looking for one of those “if I’m ever kidnapped I’ll tweet “x” tweets,2020-02-27 23:36:10,0.0,0.0,NEGATIVE
1233173902135877632,BoyfromCroydon,10152,"RT @GyeduErnest: man go fi wait mtn midnight to  netflix and dooze off.
smh 
am not doing again",2020-02-27 23:35:44,0.0,0.0,NEGATIVE
1233173609360826370,Faruq50,680,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:34:34,-0.2,0.5,NEGATIVE
1233173307144523776,Irunnia2,79178,I've been wondering why MTN have not made me an ambassador since I use almost 1.5 GB a day. https://t.co/0CQiD6egOA,2020-02-27 23:33:22,0.0,0.0,NEGATIVE
1233173298516824069,oyarnutom,296,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:33:20,-0.2,0.5,NEGATIVE
1233173279432724480,donboyey,12386,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 23:33:15,0.0,0.0,NEGATIVE
1233173279227203589,GyeduErnest,1208,"man go fi wait mtn midnight to  netflix and dooze off.
smh 
am not doing again",2020-02-27 23:33:15,0.0,0.0,NEGATIVE
1233173253549678592,Melooossa,446,Mtn hiver ⛷ https://t.co/K9qznikOHx,2020-02-27 23:33:09,0.0,0.0,NEGATIVE
1233173245182062592,AuthorKroese,7955,@DBCarterAuthor @AdamWingWriting @madlymeditating @BarbH2014 @TwistedDill @hclarkwrites @JenC_P @daffodilly… https://t.co/j9iuuACVZz,2020-02-27 23:33:07,0.0,0.0,NEGATIVE
1233173165435691008,richieoketch,1637,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 23:32:48,-0.2,0.4,NEGATIVE
1233173134989299712,Nompilo_Beryl,1888,RT @OMGitZuma_: Weren't MTN and Vodacom given two months to reduce their data prices?,2020-02-27 23:32:41,0.0,0.0,NEGATIVE
1233173019603894273,JhaneyNassali,107,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 23:32:13,-0.2,0.4,NEGATIVE
1233172930495905792,decent_jnr,436,"RT @MTNNG: You are the next MTN Y’ello Star. All you have to do is submit your entry. Choose any of these easy ways.
.
1. The Website
2. My…",2020-02-27 23:31:52,0.21666666666666667,0.4166666666666667,NEUTRAL
1233172924724633606,mtn_dreamer,214,RT @David_Leavitt: Whistleblower claims she was reassigned by Trump Administration after highlighting the fact that workers WITHOUT PROTECT…,2020-02-27 23:31:51,0.0,0.0,NEGATIVE
1233172897734254592,Thu_oh,5146,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 23:31:44,-0.2,0.4,NEGATIVE
1233172871222087680,Teddix17,22036,RT @OMGitZuma_: Weren't MTN and Vodacom given two months to reduce their data prices?,2020-02-27 23:31:38,0.0,0.0,NEGATIVE
1233172864943128582,therealkanyi,315,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 23:31:36,-0.2,0.4,NEGATIVE
1233172843002810370,adiaha___,1167,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:31:31,-0.2,0.5,NEGATIVE
1233172796618035208,Chris_Womack,2099,"RT @BrevardBball: NCHSAA Women’s 2A 🏀 
2nd Round

#12 Brevard - 41
#5 Mtn Heritage - 52
FINAL

@wlos @Chris_Womack @acthshuddle @HSOTScores…",2020-02-27 23:31:20,-0.06666666666666667,0.4666666666666666,NEGATIVE
1233172762094702598,topeolabisi_,577,"@IamJLordz My first response was to yab them but we move. 

So, they were sucking my data with straw na and MTN gav… https://t.co/A7Ul4ZDY8t",2020-02-27 23:31:12,0.25,0.3333333333333333,NEUTRAL
1233172759531917313,_pandapear_,45,Why people drink mtn dew it looks like piss,2020-02-27 23:31:11,0.0,0.0,NEGATIVE
1233172673502597120,SodiqAlabi1,609,MTN Support does know maths. This is 50% increase in VAT not 2.5%. https://t.co/0dNnk0MnRv,2020-02-27 23:30:51,0.0,0.0,NEGATIVE
1233172668872036353,little_Mtn_Chey,37,@jaychman I made myself go to all my classes. First time in 3 weeks I've been to all my Thursday classes🤓,2020-02-27 23:30:50,0.25,0.3333333333333333,NEUTRAL
1233172538454401026,mehd2i,12,RT @totolapatata: Ninho avant                Ninho mtn https://t.co/7px0frOu7m,2020-02-27 23:30:19,0.0,0.0,NEGATIVE
1233172493818646528,mxzyluli,3255,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:30:08,-0.2,0.5,NEGATIVE
1233172490882633731,earnrealpay,2369,"RT @ng_howfa: Real Estate: Declining Credit in Nigeria Reflects Underlying Weakness 

https://t.co/pjbB3961Rb

#ARSOLY #ARSENAL #Ighalo #Le…",2020-02-27 23:30:07,0.2,0.30000000000000004,NEUTRAL
1233172480925323264,i_am_eedriz,270,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:30:05,-0.2,0.5,NEGATIVE
1233172340181262339,Just_sydd,461,RT @tristannicole__: i always wonder why I feel like shit.. and then proceed to drink a mtn dew anytime I’m thirsty🤡🤡,2020-02-27 23:29:31,-0.2,0.8,NEGATIVE
1233172312972611584,momma_mtn,9,"RT @StephanieYeboah: A slice of apple pie is $1.40 in Jamaica, and $2.60 in the Bahamas.

These are the pie rates of the Caribbean.",2020-02-27 23:29:25,0.0,0.0,NEGATIVE
1233172301211951106,little_Mtn_Chey,37,RT @ColIegeStudent: college logic: skips class in order to do better in another class,2020-02-27 23:29:22,0.5,0.5,POSITIVE
1233172248594305025,momma_mtn,9,RT @creeptwin: Check out this meme the 11-year-old boy I'm babysitting made https://t.co/09Q4ir4ug9,2020-02-27 23:29:09,0.0,0.0,NEGATIVE
1233172195444232194,Kelvinkelz6,11132,@iam_tadofficial @barryutility Done Mtn,2020-02-27 23:28:57,0.0,0.0,NEGATIVE
1233172174397214726,childofGodlu9,542,"RT @CALandscapeBot: Box Springs Mtn East2 Riverside located at 33.96624,-117.288879. Altitude: 912m https://t.co/N2HkS5pRlN",2020-02-27 23:28:52,0.0,0.0,NEGATIVE
1233172013214240768,DGaimirzayev,49,The Fiend a la AEW mtn  #WWESSD,2020-02-27 23:28:13,0.0,0.0,NEGATIVE
1233171959623671808,JoeInman7,68,RT @LoganPCross1: Imagine: you graduate from Jellico High School. You end up taking her to pizza spot. You barely have enough time to serve…,2020-02-27 23:28:01,0.07,0.37999999999999995,NEGATIVE
1233171847451234305,veronica_philip,2340,"RT @JoelE_Edet: Mtn and Airtel users re tweet and comment Active!
Only 4",2020-02-27 23:27:34,-0.08333333333333333,0.8,NEGATIVE
1233171760658427904,tileewa01,1292,"RT @JoelE_Edet: Mtn and Airtel users re tweet and comment Active!
Only 4",2020-02-27 23:27:13,-0.08333333333333333,0.8,NEGATIVE
1233171444835799041,BekoeOfficial,452,"RT @Fouadmuhd: I’m porting my MTN to Airtel, I can’t come and kill myself🤷‍♂️",2020-02-27 23:25:58,0.0,0.0,NEGATIVE
1233171185959100416,nitak65,41,@Jan17025817 @mtn_glenn @2020yanggangg Me too,2020-02-27 23:24:56,0.0,0.0,NEGATIVE
1233171134645972992,HarryKarter1,2434,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:24:44,-0.2,0.5,NEGATIVE
1233171017561853954,lovely_gen13,895,"In the Fall it would be at a football game 
Other than that watching anime,eating pizza, and drinking mtn dew https://t.co/ZEHNGR7aSF",2020-02-27 23:24:16,-0.2625,0.3875,NEGATIVE
1233170916458151936,MLGJAC3,58,can i hook mtn dew up to my xbox360,2020-02-27 23:23:52,0.0,0.0,NEGATIVE
1233170589084508160,mlnangalama,3992,#NTVUganda has added CROSS BORDER MONEY TRANSFER: Vodacom Tanzania and MTN partner video https://t.co/uRQtMbi3ca,2020-02-27 23:22:34,0.0,0.0,NEGATIVE
1233170583749353472,de_meez,1184,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:22:33,-0.2,0.5,NEGATIVE
1233170511674343424,_nyamadee,643,RT @AbeikuLytle: I can’t lie. It was peak entertainment every Saturday night when Eddie Blay dressed up as the executioner and came to evic…,2020-02-27 23:22:15,0.0,0.0,NEGATIVE
1233170464148725760,thegirl_tosin,1493,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:22:04,-0.2,0.5,NEGATIVE
1233170323241082880,officialOJO,3152,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:21:30,-0.2,0.5,NEGATIVE
1233170006743175168,denilson_kings,1973,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:20:15,-0.2,0.5,NEGATIVE
1233169985205342213,YakosRey,505,@sploushsplash juska mtn defou,2020-02-27 23:20:10,0.0,0.0,NEGATIVE
1233169797346623490,jimah_gbmv,2365,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:19:25,-0.2,0.5,NEGATIVE
1233169659106615300,idris_daddy,495,"RT @Fouadmuhd: I’m porting my MTN to Airtel, I can’t come and kill myself🤷‍♂️",2020-02-27 23:18:52,0.0,0.0,NEGATIVE
1233169579830059008,TosinWeyinmi,87,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:18:33,-0.2,0.5,NEGATIVE
1233169499395960833,lasterd80,269,"@rockyy_mtn_high @verge You asked what issues. The issues I showed you are major. Also, people don't just hate Appl… https://t.co/lgOjiiespG",2020-02-27 23:18:14,-0.36875,0.7,NEGATIVE
1233169359557873664,phunbiz01,823,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 23:17:41,-0.2,0.5,NEGATIVE
1233169351362084871,arabstray,443,mtn road to 4444,2020-02-27 23:17:39,0.0,0.0,NEGATIVE
1233169243488669696,RobinLe86317149,1480,@MarcTheLogical @realpeterz @mtn_glenn @AndrewYang Oh Star Trek definitely https://t.co/xF1x2BjHd8,2020-02-27 23:17:13,0.0,0.5,NEGATIVE
1233169090057035781,85385Gateway,1030,"Gateway Project Thurs PM
3/4
   + 385 NB we close the left lane from Smith Hines to Roper Mtn Road
   + 385SB we cl… https://t.co/ANB0INJT79",2020-02-27 23:16:36,0.0,0.0,NEGATIVE
1233169070226395138,Carlagidi,35,@YulEdochie @ruthantoniac @ighalojude The only Ghanaian supporter of Ighalo ooh 0548336288 MTN mobile money thank you sir,2020-02-27 23:16:32,0.0,1.0,NEGATIVE
